Type,Content,LengthContent,Has-Link,IsSpam
sms,https://www.reverbnation.com/slicknick313/songs﻿,48,1,1
sms,"Katy Perry is part of me Katy Perry is my firework Katy Perry, I love you﻿",74,0,0
sms,This Song Was Good Until It Got Overplayed The Hell Out Of On Radio﻿,68,0,0
sms,"see it all, human folly right?﻿",31,0,0
sms,Great.This is a song﻿,21,0,0
sms,Awesum song!! Jus luv it!﻿,26,0,0
sms,Watch my videos xx﻿,19,0,1
sms,Please check out my acoustic cover channel :) thanks ﻿,54,0,1
sms,Imagine this in the news crazy woman found acting like a tiger and bit jims  ear off﻿,85,0,0
sms,selfie alert﻿,13,0,0
sms,Your going to hear me Roar !!!! :-))))   #soundsofsunday ﻿,58,0,0
sms,It is a shit﻿,13,0,0
sms,She loves Vena. trojmiasto.pl/Vena-Bus-Taxi-o59253.html﻿,56,0,1
sms,"THIS IS A COMPETITION TO MEET MY IDOLS, IT WOULD MEAN SO MUCH IF YOU GUYS  WILL LIKE THIS PIC ON IG! http://instagram.com/p/smZdivopxb/﻿",136,1,1
sms,Katty perry please say in one of your new videoes that they follow the  Girls Girls please﻿,91,0,1
sms,i am a big fan of you and i love you﻿,37,0,0
sms,https://viralangels.com/user/d4aaacwk﻿,38,1,1
sms,I &lt;3 Katy Perry!﻿,20,0,0
sms,"Since she is a feminist champion, why would she want to reinforce the  stereotype of girls being girly by painting the nails of an elephant that  probably wouldn't even appreciate it?﻿",184,0,0
sms,http://thepiratebay.se/torrent/10626835/The.Expendables.3.2014.DVDSCR.Xvid-DiNGO ﻿,82,1,1
sms,http://thepiratebay.se/torrent/10626048/The.Expendables.3.2014.DVDScr.LEAKED.CLEAN.XviD.MP3-RARBG ﻿,99,1,1
sms,If interested in making extra money by internet use the next link www.swagbucks.com/refer/Nonturtle02﻿,102,1,1
sms,"This is fucking shit. From the first notes, that becomes clear. Complete  and utter shit. May God come and cleanse the earth of the complete and  utter idiocy which is humankind.﻿",179,0,0
sms,Hey guys plz check out my youtube channel to c funny 2 girls 1 cup reaction  thanks and plz subscribe! Thanks﻿,110,0,1
sms,Please subscribe every sub gets a shout out tell me what type of videos u  want and I will try make it happen﻿,110,0,1
sms,Hey guys subscribe to my channel for no reason! Please!..﻿,58,0,1
sms,Katycat! https://m.facebook.com/profile.php?id=1461302180794905﻿,64,1,1
sms,At least she didn't get rid of her completely useless makeup.﻿,62,0,0
sms,I love roar and Katy Perry. She is my favorite singer and sometimes I just  mute the volume and look at her!﻿,109,0,0
sms,This is the best of the best video in world!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,73,0,0
sms,"She's got it all. Incredible voice, extremely hot, nice tits﻿",61,0,0
sms,--&gt;ATTENTION KATYCATS! Katy leads with 7 noms at this year MTV EMA! do vote daily for her: tv.  mtvema. com/vote (delete spaces) thumbs up and share on fb﻿,158,0,1
sms,I really like this song.﻿,25,0,0
sms,my son love so much﻿,20,0,0
sms,Y LOVE YOU﻿,11,0,0
sms,follow me on instagram bigboss286﻿,34,0,1
sms,why the elephant have a broken horn﻿,36,0,0
sms,Free itunes $25 giftcard codes: http://shhort.com/a?r=OOCnjqU2b﻿,64,1,1
sms,Where did she find all that make up in a freakin jungle?!﻿,58,0,0
sms,so cute that monkey *-*! ﻿,26,0,0
sms,Nice song﻿,10,0,0
sms,subscribe please ﻿,18,0,1
sms,"You are all sheep, period. This is terrible music.﻿",51,0,0
sms,"A  friend of mine has invented a big dick formula. He had a small dick (4  inches) and he did some research about this topic. During the research, he  found out the secret knowledge of penis enlargement. He applied what he  had learned and now he has a 7 inch dick. He was absolutely amazed by his  results. Of course, it took a few months. Therefore, he has written a book  about this issue in order to help guys. He asked me to promote his book :)  So, guys if you are interested and for more info check this out  https://payhip.com/b/oTIb  . He is selling it for symbolic £1. Thank you ;)﻿",592,1,1
sms,In the beginning she was scared off everything and next thing you know she  is out in a leopard bikini!﻿,104,0,0
sms,Please look at my channel﻿,26,0,1
sms,My three bigger secrets are: I don't think I'm good enough for me skinny  size. I'm bisexual and I sweat really freaking bad when I'm nervous. -  check out Secret by Austin Mahone's NEW Single!﻿,194,0,1
sms,https://www.facebook.com/pages/Nailey-nicool/629410220489046?ref=hl like  mee﻿,78,1,1
sms,katy is beautiful. and this song is catchy. I'm a rapper with 25000  subscribers.. thumbs up if you hate when you take a shit and the water  splashes your balls﻿,161,0,1
sms,I love her green eyes﻿,22,0,0
sms,How old is Katy perry?﻿,23,0,0
sms,most popular video on youtube  ﻿,32,0,0
sms,NOKIA spotted﻿,14,0,0
sms,"I hear this all the time on radio and its really irritating. That being  said, i like the video﻿",96,0,0
sms,Hi everyone! My dream is to have passionate sex with Katy Perry. Some people do not believe in me…but maybe you will. Sex is a giant part of my life and it pushes me to be a better person! Please give me a chance by giving me a thumbs up! If you love my ambition please SUBSCRIBE!﻿,281,0,1
sms,Fantastic!!!﻿,13,0,0
sms,j aiiima plzzz  https://www.facebook.com/pages/%C3%89c%C3%B8l%CE%B5-al-ma%CE%B7b%CE%B5t/302703146601369 ﻿,105,1,1
sms,https://vimeo.com/107297364﻿,28,1,1
sms,She's awesome XD﻿,17,0,0
sms,Katy perry songs aren't that bad ﻿,34,0,0
sms,hi beaties! i made a new channel please go check it out and subscribe and  enjoy!﻿,82,0,1
sms,https://www.facebook.com/pages/Hiphop-Express/704682339621282                 like this page yo﻿,96,1,1
sms,Our Beautiful Bella has been diagnosed with Wobbler's Syndrome. There is no  way we could afford to do her MRI or surgery. She is not just a dog she is  a very special member of our family. Without the surgery we fear we will  lose her. Please help!  http://www.gofundme.com/f7ekgw﻿,282,1,1
sms,https://www.facebook.com/pages/Komedi-burda-gel/775510675841486﻿,64,1,1
sms,https://www.facebook.com/profile.php?id=100007085325116﻿,56,1,1
sms,That's Good :)﻿,15,0,0
sms,http://www.googleadservices.com/pagead/aclk?sa=L&amp;ai=CSyOEB1wxVPCfL7D27AbGpYDgBJDPm6IH6MHu05wBgJXbv8sBEAEgkN7lJVCF7byH_f____8BYIOFgICAHKABsKG31wPIAQKpAh_KmC0hBpM-qAMByAPBBKoEkwFP0KullxqI1MG6o43HVzE-eFMqRG4Tu5LLBU_fsZ8gn0HBkJhBX-m83W1TS3_3Dx_HwPdX1Kazsj8o7SIEcVJjmBNsWyiJEcqvHXLbdzStUBOFaloYInWm0_rOOCppS2AuAT6zguICKm0lI83duwMAbzqvenE8TRfAzOrltBb037VzYv_XI4hBNQ2nvh19MrBgE0SIBgGgBgKAB7jeyCg&amp;num=1&amp;cid=5Ggs_m_9mA3TI40fS6mVPICS&amp;sig=AOD64_1OFC7Seh_1pOp-jYrbS7X6-heeNQ&amp;client=ca-pub-8252267209931889&amp;adurl=http://blog.2parale.ro/2014/10/challenge-pentru-afiliati-aplica-la-noile-programe-de-afiliere-si-fii-business-boomerul-lunii/&amp;nm=2&amp;mb=2&amp;bg=!A0QoUc7Q48v3_QIAAABpUgAAACsqAR0_VgOQWQxjmPUyvKoSf3K-q1BvKf9ZE4jhNC3ovckKxCbAFzZpAJiBXWBvVq4jrDgZ8q3rInlwgaBy_bXlfw7ma6dk0RJG14ZkRyizwqdi7HxgGE9tNDD9abflTFkBMbFfcJixNtHwbwkJ6N2onLH2D9EvEagPhoEwXOgBnu5ibgtRkgnAcQ1OIbgMzgAFNSc0lsaRiqj8HQR8T12dWv_7biY4k6I3y4yubloTdE_4XVKlnVeADZzF1L_xRYQkE6Wsur3EdLJWGk8fLq_QALdI-wAzNuysgqjNRDY6VucKLplZONyiSdKc9ebX-0dbHjZdW0LbsJBi40gXm0D0p5KRhv8XInQlI53__wQBaHS8zX4MJHw5vWrkPXFOeKs ﻿,1089,1,1
sms,Awesome video this is one of my favorite  songs😀😀😀😀😀😀😀❤️❤️❤️❤️❤️❤️❤️❤️💎💎💎💎💎💄💄💄💄💋💋💋💋﻿,84,0,0
sms,If only I had the body like Katy Perry :)). She looks so hot. I love her  ^^!﻿,78,0,0
sms,DOWNLOAD RAPID FACEBOOK FOR FREE NOW https://play.google.com/store/apps/details?id=com.rapid.facebook.magicdroid﻿,113,1,1
sms,"The song is very good ...but the video makes no sense...just a nonsense  video...I mean she is telling her story of being stuck on an island, but  the song doesn't fit in the situation...but nvm...The song is good﻿",214,0,0
sms,Who else would give Katy perry a good old mighty roar? ;)﻿,58,0,0
sms,OMG I LOVE YOU KATY PARRY YOUR SONGS ROCK!!!!!!!!!!!!!!!!! THATS A TOTAL  SUBSCRIBE﻿,84,0,0
sms,https://www.paidverts.com/ref/tomuciux99 esyest money ever. join to our  team!!!!﻿,82,1,1
sms,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,58,1,0
sms,FREe ITunes Gift card http://shhort.com/a?r=x6J4gBrne﻿,54,1,1
sms,"i was playing this song and the baby in my belly started to dance to  it.....sooooo cute, but had to take the song out cause of copy right and  add in a youtube made song....still sooo cute the baby danced to this song  LMFAO!!! https://plus.google.com/111982027348137311818/posts/g2JVinPueMo﻿",293,1,1
sms,katy perry is awesome﻿,22,0,0
sms,this song is so addicting. the hook is dope and catchy. love the video too.  I'm getting popular fast because i rap real.. thumbs up if you piss next to  the water in the toilet so its quiet................................﻿,223,0,1
sms,Nice song .See my new track.﻿,29,0,1
sms,I love this sooooooooooooong I love katy perry﻿,47,0,0
sms,What does that tattoo on her right tricep say?﻿,47,0,0
sms,Since when has Katy Perry had her own YouTube channel?﻿,55,0,0
sms,"Every time I watch this mv I just so so so glad that I live in a world that  don't have to worry about running from a real, human eating tiger.﻿",144,0,0
sms,i rekt ur mum last nite. cuz da haterz were 2 much 4 meh lik dis if u cri evertim and sponswer mi robox vidz https://www.indiegogo.com/projects/gimme-dem-moneyz-4-roblox/x/8851222#home﻿,185,1,1
sms,"""eye of the tiger"" ""i am the champion"" seems like katy perry is using  titles of old rock songs for lyrics..﻿",109,0,0
sms,She is a perfect wonder.....﻿,29,0,0
sms,https://www.indiegogo.com/projects/help-stop-my-poverty-cyber-pan-handleing/x/8692160#home ﻿,92,1,1
sms,she is horrible at acting. cringe-worhty.﻿,42,0,0
sms,"I love katy fashions tiger, care to visit my blog sinar jahitan  I also have the tiger collections tqvm﻿",104,0,1
sms,"Anyone Who LOVEs music , please go check out my youtube page and tell me  what you think . I just put a video up and will be doing more song. I'm  just trying to get myself started. Any love is much Appreciated ﻿",212,0,1
sms,Is that tiger called 'Katty Purry'?﻿,36,0,0
sms,"blue eyes, can't be trusted.  uranus bless america.﻿",52,0,0
sms,"Rap from Belarus, check my channel:)﻿",37,0,1
sms,follow me on twitter: freyacumqueen﻿,36,0,1
sms,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,58,1,0
sms,"C'mon Katy you are so close to 14,000,000 subscribers...come up with  another hit like this and it will happen﻿",111,0,0
sms,VOTE FOR KATY FOR THE EMAs! #KATYCATS  http://tv.mtvema.com/artists/katy-perry/i38xh1﻿,86,1,1
sms,"My honest opinion. It's a very mediocre song. Nothing unique or special  about her music, lyrics or voice. Nothing memorable like Billie Jean or  Beat It. Before her millions of fans reply with hate comments, i know this  is a democracy and people are free to see what they want. But then don't I  have the right to express my opinion? Please don't reply with dumb comments  lie ""if you don't like it don't watch it"". I just came here to see what's  the buzz about(661 million views??) and didn't like what i saw. OK?﻿",518,0,0
sms,Visit my channel﻿,17,0,1
sms,Wow she is sexy XD﻿,19,0,0
sms,If you looking for new music to listen to check out cece song called  dead2me on iTunes music video out now right here on youtube.﻿,131,0,1
sms,Katy has a voice of an Angel﻿,29,0,0
sms,"Hey guys, I was working last night on this project, it's a music streamer  like spotify, but it allows you to download the files to listen to when  you're offline. Opening it as a free beta, feel free to try it out :) download: https://mega.co.nz/#!ehVjzKyA!5bGKg2iWPHZOHWAEUesrWnegqG_lABcO7Rw9WFX8hAo﻿",302,1,1
sms,"Man she is hot in this one, male companions visit my profile to check out  the coolest sextoy ever made!﻿",105,0,1
sms,Like my page please...  https://m.facebook.com/Dreaddis?ref=m_notif¬if_t=fbpage_fan_invite&amp;actorid=1442646731  ﻿,116,1,1
sms,This video is so racist!!! There are only animals.﻿,51,0,0
sms,Man she is BEAUTIFUL!﻿,22,0,0
sms,want to win borderlands the pre-sequel? check my channel :)﻿,60,0,1
sms,Hi! I would appreciate it if you all could help to like this poster on  Facebook:  https://www.facebook.com/nyghdramafest2014/photos/a.333608120156973.1073741830.327568907427561/333607726823679/?type=3&amp;theater ﻿,215,1,1
sms,Plz help me getting 1.000 Subscribers tonight/today.  Thanks to all who sub me :)﻿,82,0,1
sms,Yesterday this video have 1 million likes and now it has 2 million﻿,67,0,0
sms,why tiger succumbs to a beautiful girl ?.probably male tiger.....????   ha.ha.ha..﻿,83,0,0
sms,Best song ever ﻿,16,0,0
sms,Thank you KatyPerryVevo for your instagram likes @axeljonssons﻿,63,0,1
sms,Please Subscribe In My Channel →﻿,33,0,1
sms,"She is good. Does she make any more music? If she doesn't, she should!﻿",71,0,0
sms,I LOVE YOU KATTY PERRY &lt;3 ﻿,30,0,0
sms,"HONESTLY, I WANNA SEE YOU BE BRAVE! oh wait...﻿",47,0,0
sms,;-)﻿,4,0,0
sms,this video is great .....!!! I love this........and like much katy perry﻿,73,0,0
sms,"Good thing she brought her spray-on tan, hairstylist, makeup artist, and  cameraman.﻿",85,0,0
sms,"666,002,018 views! 666 million. 666! Katy Perry illuminati confirmed!!!﻿",72,0,0
sms,"I make guitar covers, please have a look at my channel﻿",55,0,1
sms,It should be illegal to be this goodlooking as this babe is...﻿,63,0,0
sms,katy is mine the girl of my dreams ♥﻿,37,0,0
sms,I love this song﻿,17,0,0
sms,She is fit﻿,11,0,0
sms,I love the song roar it make me think am fill the way﻿,54,0,0
sms,"How do you forget you have a choice, and what the fuck, surviving a plane  crash has a 1/1000 chance of happening.﻿",115,0,0
sms,"she is a fool. this is a foolish video. the lyrics are all about her and  how great she is. she is arrogant, obviously. but the thing is that there  are a lot of idiots.. look how many hits this garnered. the young stupid  girls who listen to her are numbering in the millions i guess. this video  is a piece of trash. why would anyone ever like it or listen to it? because  these stupid little girls have idiots for fathers and mothers.. and so they  are going to turn into idiots also.. just like this stupid singer. ﻿",520,0,0
sms,":: ATTENTION : WE NEED 10 Million Views More for FIREWORK to Reach 500M .. We have only 1 and half day left for katy's birtgday. Listen How it could be possible?? &gt;&gt;JUST Open different Tabs from Different Browser &gt;&gt;Dont Watch Full Video, Remember We dont have time on hand, Its Time Wasting. View it only for 30 sec. Plz thumbs up and share﻿",353,0,1
sms,(( rapid facebook )) the free version of all colors and is characterized by  fast and beauty download now https://play.google.com/store/apps/details?id=com.rapid.facebook.magicdroid﻿,182,1,1
sms,Hey Katycats! We are releasing a movie at midnight UK time to celebrate  katy's 30th birthday! Be sure to subscribe to our channel and watch the  movie!﻿,153,0,1
sms,"I just realized that this verses in this song have the exact same melody as  the verses in ""Hey Ho"" by the Lumineers.﻿",118,0,0
sms,:-D ♪♪♪ This is my favorite song ♥﻿,35,0,0
sms,this song never get's old &lt;3 ﻿,33,0,0
sms,HAPPY BIRTHDAY KATY :) http://giphy.com/gifs/birthday-flowers-happy-gw3JY2uqiaXKaQXS/fullscreen  (That´s not me)﻿,113,1,1
sms,"Hey ! I know most people don't like these kind of comments &amp; see at spam,  but I see as free advertising . So please check out my cover of Sparks Fly  by Taylor Swift ! It is not the best ever I know, but maybe with some  encouraging words of wisdom from many of you I can become better! Please go  to my channel and check it out !﻿",336,0,1
sms,Www.youniqueproducts.com/joannagordon Younique by Joanna Gordon www.youniqueproducts.com﻿,89,1,1
sms,I like you . Katy Perry 600▲60▲6▲﻿,34,0,0
sms,Glad to know im not the only one who knows its katheryn's birthday today :)  happy birthday katy...and my sister. (they seriously have the same  birthday...)﻿,158,0,0
sms,Katy Perry can't sing for shit. All i hear it autotune.﻿,56,0,0
sms,I fucking hate her. Why? Because she don't write her songs she got  producers for that. Second why tha fack is she in every song almost nude  mayby because she's an attention hooker.﻿,183,0,0
sms,Also LuckyMusiqLive she probably could help u make it big because I think u  have talent. Just look her name up on the internet. Hit me up when u get  this message﻿,164,0,1
sms,Check out my drum cover of E.T. here! thanks -&gt;   /watch?v=NO9pOVZ9OIQ&amp;list=UUltuCDIHsDeI01by1OW7WuQ﻿,108,0,1
sms,Put famous people in the jungle for an hour and look what happens.﻿,67,0,0
sms,"She kinda let herself go, huh?﻿",31,0,0
sms,we all love you Katy Perry &lt;3﻿,33,0,0
sms,Sign up for free on TSU and start making money on social media add/follow  me and ill add follow you!! http://tsu.co/Roberts9010﻿,129,1,1
sms,Love it when I can relate to my daughter's music. :-) Katy Perry - Roar  (Official): http://youtu.be/CevxZvSJLk8﻿,113,1,0
sms,Subscribe me and i subscribe you back!!﻿,40,0,1
sms,Katy Perry - Roar (Official)  #soundsofsunday   #music  ﻿,57,0,0
sms,"When I hear Katy singing this, I cry. The song has got depth.﻿",62,0,0
sms,Love it﻿,8,0,0
sms,People who believe in Illuminati are stupid the same people believe that  911 was made by the American government﻿,114,0,0
sms,plz subscribe to my channel i need subs and if you do i will sub back i  need help﻿,83,0,1
sms,please look up DHG SONGS this is my playlist with a bunch of amazing songs ﻿,76,0,1
sms,Hey! I'm NERDY PEACH and I'm a new youtuber and it would mean THE ABSOLUTE  world to me if you could check 'em out! &lt;3  Hope you like them! =D﻿,146,0,1
sms,00 : 39 Im pretty sure that tiger just wanted a hug﻿,52,0,0
sms,http://vimeo.com/106865403﻿,27,1,1
sms,this song gives me strength! love her lyrics. this video really brings the  lyrics to life. I'm getting known fast because i rap with meaning.. thumbs  up if you piss next to the water in the toilet so its quiet...﻿,215,0,1
sms,http://minhateca.com.br/mauro-sp2013/Filmes+Series+Desenhos+Animes+Mp3+etc﻿,75,1,1
sms,https://www.facebook.com/antrobofficial﻿,40,1,1
sms,i love you katy perry because you will sing nice than shakira﻿,62,0,0
sms,http://hackfbaccountlive.com/?ref=4344749﻿,42,1,1
sms, Facebook account HACK!! http://hackfbaccountlive.com/?ref=4477063﻿,67,1,1
sms,I love katty perry﻿,19,0,0
sms,The Perry you're doing a good job good job I love all of their videos and  by the way can you please describe to my channel please please please  please I'm trying to get as many comments to Skyburst lights is a cancer  and get famous please﻿,242,0,1
sms,I did a cover if u want to check it out THANK U.....Michael Age 8﻿,66,0,1
sms,EVERYBODY PLEASE VOTE KATY AT EMA 2014 !!!!!  Best song  Best female Best pop Best live Best look  Best video  PLEASE VOTE KATY !!!!! PLEASE PLEASE PLEASE !!!!! VOTE VOTE VOTE !!!!! KATY KATY KATY !!!!!﻿,203,0,1
sms,Οh my god ... Roar is the most liked video at Vevo .. while 2 months ago  was Justin's Baby.. congrats Katy . Applause &lt;3 ﻿,126,0,0
sms,https://soundcloud.com/j-supt-fils-du-son/fucking-hostile﻿,58,1,1
sms,https://www.facebook.com/myfunnyriddles﻿,40,1,1
sms,Hi everyone! Do you like music? Then why not check out my music channel.  The LEXIS band will be uploading their own songs and covers soon so don't  miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one  click. -&gt;﻿,239,0,1
sms,https://www.facebook.com/photo.php?fbid=313454548839369&amp;set=a.207230212795137.1073741825.100005244783212&amp;type=1&amp;theater  1111111111111111111﻿,153,1,1
sms,I'd rather hear some propa explicit gangsta rap insted of this garbage.  This song is trash !﻿,94,0,0
sms,"DAMNNNNNNNN, she is sexy O_O﻿",29,0,0
sms,Such a good song ans Katy sounds great over the melody. Im growing as an  artist everyday from my hit song 'CRAZY' which has got my name out there.  cant thank my fans more for their support. If you could take a moment? to  check it and my music? maybe you'll join me to make my dream come true :)  thank you for your time﻿,323,0,1
sms,I LOVE YOU!!! Because u make me smile when im sad you cheer me up with your  beautiful songs (: &lt;3﻿,102,0,0
sms,"This song is the most boring, asinine song I have ever heard. Coming from a  guy who liked ""Teenage Dream"" (the song). Ever since Katy Perry's divorce  it's wave after wave of shitty but successful songs... For those of you  saying ""This is the next wave of pop music"". Stick it up your ass. Katy  Perry is like Silly Putty. ﻿",326,0,0
sms,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8. I love this song  and video Katy Perry Rocks Wahoo! 😀😘﻿,114,1,0
sms,And somehow she has access to makeup in the middle of the woods...﻿,67,0,0
sms,It looks so real and my daughter is a big fan and she likes a lot of your  songs.﻿,82,0,0
sms,"I can't comprehend why this video has nearly 700,000,000 views. Some people  found 'Gangnam Style' funny so that explains its high view count but this  is just an awful pop song. I really have no clue on this one.﻿",214,0,0
sms,"Lets be honest, you wouldn't last 1 day on your own in the jungle. Stop  living n a fairy world.﻿",97,0,0
sms,me segue ha  https://www.facebook.com/marcos.sousa4?fref=ts﻿,60,1,1
sms,"Nature is beautiful, no need to place tits in video to impress people.﻿",71,0,0
sms,This is so stupid. If you Roared at a Lion in real life you'd dede﻿,67,0,0
sms,This song is so AWESOME!!!She made everything stand out and all the viewers  could imagine themselves at the setting of the video. Awesome Job Katy  Perry!!!!﻿,159,0,0
sms,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,58,1,0
sms,Katy Perry is lion﻿,19,0,0
sms,"People, here is a new network like FB...you register also free, the  difference is only that you get paid for sharing, commenting and liking  posts and so one...don't waste your time on fb for sharing and not being  paid!! Register here to make also money with your everyday posts!!  https://www.tsu.co/slema13 Wellcome to everyone! ;)﻿",336,1,1
sms,"I've figured out why I dislike this song: it's supposed to be a power  ballad right? Something that's uplifting and motivating by the end.  However, the final chorus has NO extra UMPH at the end and actually sounds  just like the first one. Instead of crescendo-ing into a powerful finish,  ""Roar"" just says on the same wavelength. It falls flat.﻿",347,0,0
sms,i like this song the video goes perfect with it﻿,48,0,0
sms,"""....because I AM a champion...and you're gonna hear me roar!""   Today I AM my own champion  Today I AM a champion for the Creator  Today I AM doing positive in my world Today I AM blessing and healing all around me Today I AM successful and  creating success  ﻿",262,0,0
sms,"#nowplaying ""Weekendmix"" track 04 : Katy Perry - Roar (DJ Denis Shmelev &amp; DJ Alex Serov Remix) http://youtu.be/CevxZvSJLk8   Listen live at: www.smartfm.nl/livestream.html﻿",176,1,1
sms,Katy Perry's songs are the best of the songs of women artists.﻿,63,0,0
sms,i like this song because of all the animals and i like this song .﻿,67,0,0
sms,http://www.wattpad.com/story/26032883-she-can-love-you-good﻿,60,1,1
sms,I love this song so much!:-D I've heard it so much I pretty much memorized  the lyrics﻿,87,0,0
sms,"Hey Guys, I know you tend to skip these comments, but Take a look first.  I am Free Fire, A Big Room, Progressive House, Deep House, Dubstep &amp;  Chillstep Producer from a small town in Missouri. Down here, I have no  support from the community, and all I really ask is some critiquing,  Support, and Views.   My Music has gotten much better then what it was 10 months ago, and I  promise my new content should be more then satisfying. Soon I should be  able to advertise and I wont pester you guys anymore.  So gimme a chance and check out my music, thanks and god bless.﻿",575,0,1
sms,For latest movies 2014 please visit this site  http://www.networkedblogs.com/p/11cPWb?ref=panorama﻿,99,1,1
sms,I love that you subscribed﻿,27,0,1
sms,https://www.tsu.co/ToMeks Go register ;) free money;)﻿,54,1,1
sms,"great song, but we all know that Katy buys her views..﻿",55,0,0
sms,check out mah girl it duh shit yo﻿,34,0,1
sms,Check out this video on YouTube:Facebook lhudygirlamaya ﻿,57,0,1
sms,"Hey yall its the real Kevin Hart, shout out to my fans!!! follow me +RealKevinHeart ﻿",85,0,1
sms,Check out my acoustic channel ﻿,31,0,1
sms,♫I know someone will see this ♥ I have a dream… I don’t have the greatest videos or the best quality Right now I feel like i'm not getting anywhere and I need your help ♫ If you could possibly watch my videos it means the world to me ♥ Please thumbs this up so others can see… I appreciate it so much ♥♫ Please listen before you hate. Honestly i  appreciate it so much  You don’t have to love me just give this 17 year old a chance﻿,432,0,1
sms,"https://apps.facebook.com/my-polls/utsitcompetition2014?from=user_link&amp;ref_id=ouxg5e .  Please open this link and vote for  anand niketan international school, the  project name is project Fr-e-dom and share it with  yours friend.﻿",235,1,1
sms,I hate videos like these with those poor animals.﻿,50,0,0
sms,Hii youtube﻿,12,0,0
sms,nice ..very nice﻿,17,0,0
sms,I love this song!!!﻿,20,0,0
sms,*KATY YOU ARE A SHIT GO DIE!!!!!ROAR IS A FLOOOOOOOOOOOOOOOOOOOOP*﻿,67,0,0
sms, I love your music ﻿,20,0,0
sms,My 6th grade teacher looked exactly like Katy Perry come to think of it...﻿,75,0,0
sms,curti? click here ?  https://www.facebook.com/demiilovatofas?ref=hl   https://www.facebook.com/pages/Frases-Secretas/448800865296855?ref=hl﻿,140,1,1
sms,http://www.ermail.pl/dolacz/UnNfY2I=                  Please click on the  link﻿,80,1,1
sms,Come check out our parody of this!﻿,35,0,1
sms,Please subscribe to us and thank you﻿,37,0,1
sms,PLEASE VOTE FOR ME FOR THE WET SEAL MODEL 2015 CONTEST! MY INSTAGRAM  USERNAME IS destinyforever_  http://www.wetseal.com/modelsearch15/modelsearch15.html﻿,155,1,1
sms,"SIMPLY PUT, OUR CUSTOMERS LOVE US... and so will you!https://www.facebook.com/greenleader﻿",90,1,1
sms,https://binbox.io/DNCkM#qT4Q1JB1﻿,33,1,1
sms,"Almost 1 Bil. What? Wow, GS sucks, in my opinion.﻿",50,0,0
sms,Katty is the best! ! ! ! ﻿,26,0,0
sms,That was very good I mean very very much good ﻿,47,0,0
sms,This song means so much to me thank you  soooooooooooooooooooooooooooooooooooooooo much:-) Xxx﻿,95,0,0
sms,&lt;3﻿,6,0,0
sms,"KATY PERRY, I AM THE ""DÉCIO CABELO"", ""DECIO HAIR"". I AM 60 YEARS OF AGE. I  DON""T HAVE FAMILY. I""M SINGLE. ALONE. HOMELESS. I WAS AN ALCOHOLIC: 15 AT  THE AGE OF 46. I AM AN INVISIBLE COMPOSER. MY DREAM IS TO RECORD MY SONGS.  COULD YOU HELP ME? PLEASE! PLEASE! I TRUST THAT THE YOU WILL GIVE ME A  CHANCE. I HAVE 109 VIDEOS IN THE YOUTUBE: deciocabelo canal. KATY PERRY, I  WAS BORN IN OCTOBER 25, TOO. THANK YOU VERY MUCH!!! DECIO HAIR.﻿",439,0,1
sms,Honestly speaking except taylor swift and adele i don't lile any of the  modern day singers. But i must say whenever i hear this song i feel  goosebumps. Its quite inspiring!! Thanks miss Perry!﻿,195,0,0
sms,who is going to reach the billion first : katy or taylor ?﻿,59,0,0
sms,"<a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=2m19s"">2:19</a> best part﻿",84,1,0
sms,wierd but funny﻿,16,0,0
sms,"Hey guys, I&#39;m a human.<br /><br /><br />But I don&#39;t want to be a human, I want to be a sexy fucking giraffe.<br /><br /><br />I already have the money for the surgery to elongate my spinal core, the surgery to change my skin pigment, and everything else! Like this post so others can root me on in my dream!!!!<br /><br /><br />Im fucking with you, I make music, check out my first song! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23giraffebruuh"">#giraffebruuh</a>﻿",500,1,1
sms,Party Rock....lol...who wants to shuffle!!!﻿,44,0,0
sms,Party rock﻿,11,0,0
sms,Shuffle﻿,8,0,0
sms,Omg﻿,4,0,0
sms,This song is just really fun ﻿,30,0,0
sms,Awsome<br />﻿,13,0,0
sms,wow!!!!!! increible song!!!!!!!!!﻿,34,0,0
sms,I love this song so much﻿,25,0,0
sms,2015 LIKEEE﻿,12,0,0
sms,I miss when people dressed like this.﻿,38,0,0
sms,2011- the last year of decent music.﻿,37,0,0
sms,Best song ever!!!!﻿,19,0,0
sms,"super nice, love musique﻿",25,0,0
sms,wowwwwwwwwwwwwwwwwwwwwwwwwwwwwww﻿,33,0,0
sms,PARTY ROCK (8) ~﻿,17,0,0
sms,Thumbs up if you watched it in 2011﻿,36,0,0
sms,this is increidebl﻿,19,0,0
sms,LMFAO!!!!!!!!﻿,14,0,0
sms,just :( superr!!!﻿,18,0,0
sms,2015!! LLIKEE!!﻿,16,0,0
